year,region,cargoGroup,cargoType,country,haversine,country_lat,country_long,import_tonnage_thousand,export_tonnage_thousand,tonnage_thousand
2000,Africa,Liquid Bulk,Other liquid,Côte d'Ivoire,4915.198504792849,7.553755007010492,-5.6120436452252225,0.0,2.44787317555351,2.44787317555351
2000,Africa,Liquid Bulk,Other liquid,Gabon,5906.971936855399,-0.6470481398040288,11.687751174902038,0.9433718964305391,0.0,0.9433718964305391
2000,Africa,Liquid Bulk,Other liquid,Ghana,4848.617511146731,7.9286518130996475,-1.2369685557063992,0.0,15.112123289911699,15.112123289911699
2000,Africa,Liquid Bulk,Other liquid,Nigeria,4725.632179409044,9.548318418209963,7.995127754089785,0.0,33.69547845018861,33.69547845018861
2000,Africa,Liquid Bulk,Other liquid,Senegal,4328.5388674627475,14.354139988452019,-14.50980278585943,4.7611788142602105,11.212062632901599,15.97324144716181
2000,Africa,Liquid Bulk,Other liquid,South Africa,9281.982909646877,-28.94703325997911,25.048013879861678,13.128112463940314,3.16370714436898,16.291819608309293
2000,Africa,Liquid Bulk,Other liquid,Sudan,4759.377853686606,15.99058500311672,29.862604012257925,5.82992139049634,0.0,5.82992139049634
2000,Africa,Lo-Lo,20 freight,Angola,7292.053587599564,-12.24586903613319,17.47057255231345,1.07873531901802,0.0,1.07873531901802
2000,Africa,Lo-Lo,20 freight,Benin,4661.729153816261,9.647430780663699,2.3373775534961556,0.0,6.666803889764264,6.666803889764264
2000,Africa,Lo-Lo,20 freight,Cameroon,5233.391730529434,5.663095287992697,12.61155154650177,33.67747194288778,29.082752168637164,62.76022411152494
2000,Africa,Lo-Lo,20 freight,Congo,5997.246931179318,-0.8378010872252886,15.13446176741353,0.0,0.59689168503937,0.59689168503937
2000,Africa,Lo-Lo,20 freight,Côte d'Ivoire,4915.198504792849,7.553755007010492,-5.6120436452252225,132.56732805377538,58.37014631458762,190.937474368363
2000,Africa,Lo-Lo,20 freight,Djibouti,5845.036368378932,11.77304439553393,42.498019736044505,33.4759165045964,25.90894158065382,59.384858085250215
2000,Africa,Lo-Lo,20 freight,Gabon,5906.971936855399,-0.6470481398040288,11.687751174902038,0.0,1.738365045724851,1.738365045724851
2000,Africa,Lo-Lo,20 freight,Gambia,4448.150058362146,13.47533435870166,-15.431872807730839,0.0,2.8294340124248674,2.8294340124248674
2000,Africa,Lo-Lo,20 freight,Ghana,4848.617511146731,7.9286518130996475,-1.2369685557063992,151.47939227620495,200.63957767553825,352.1189699517432
2000,Africa,Lo-Lo,20 freight,Guinea,4674.222415546493,10.44827287727134,-11.06085374118546,1.4249340958191499,2.69379058127522,4.11872467709437
2000,Africa,Lo-Lo,20 freight,Kenya,6679.9665225246845,0.5959662521769523,37.79155528666139,58.0801130506454,56.7954661862866,114.875579236932
2000,Africa,Lo-Lo,20 freight,Liberia,5086.687833646795,6.431619862252992,-9.410836154371117,1.7168366494996468,2.71881090090678,4.4356475504064266
2000,Africa,Lo-Lo,20 freight,Madagascar,9099.588444497485,-19.35611407782878,46.69117091471639,20.8813053520427,8.19326766027864,29.074573012321338
2000,Africa,Lo-Lo,20 freight,Mauritania,3593.370033500093,20.20926720635376,-10.32639692523499,63.5289807550807,13.2814236389873,76.810404394068
2000,Africa,Lo-Lo,20 freight,Mayotte,7260.136988670562,-12.8210325,-12.8210325,0.8910855472446508,0.0,0.8910855472446508
2000,Africa,Lo-Lo,20 freight,Mozambique,8390.150818863947,-17.23044897565968,35.47261597864435,7.69163369327731,1.32720989792829,9.0188435912056
2000,Africa,Lo-Lo,20 freight,Namibia,8359.711338214385,-22.09977693173107,17.156168126194093,0.689387129456166,0.0,0.689387129456166
2000,Africa,Lo-Lo,20 freight,Nigeria,4725.632179409044,9.548318418209963,7.995127754089785,331.36734640879973,397.78315545071916,729.150501859519
2000,Africa,Lo-Lo,20 freight,Reunion,8336.02246341498,-21.1306889,-21.1306889,10.470255180124699,15.822911445090499,26.2931666252152
2000,Africa,Lo-Lo,20 freight,Senegal,4328.5388674627475,14.354139988452019,-14.50980278585943,1.90058111090244,8.58801158776552,10.48859269866796
2000,Africa,Lo-Lo,20 freight,Sierra Leone,4898.522278629015,8.530353726153049,-11.79525742855995,0.0,1.3502007809827221,1.3502007809827221
2000,Africa,Lo-Lo,20 freight,South Africa,9281.982909646877,-28.94703325997911,25.048013879861678,738.2288634474705,1170.056346143775,1908.2852095912456
2000,Africa,Lo-Lo,20 freight,Sudan,4759.377853686606,15.99058500311672,29.862604012257925,58.149558736608135,59.451946353721,117.60150509032914
2000,Africa,Lo-Lo,20 freight,Tanzania,7232.413037178391,-6.257732428506093,34.75298985475595,13.663311724418001,31.5007726281123,45.1640843525303
2000,Africa,Lo-Lo,20 freight,Togo,4791.79163824443,8.439541954669616,0.9964039436703582,0.0,6.83704770993662,6.83704770993662
2000,Africa,Lo-Lo,40 freight,Benin,4661.729153816261,9.647430780663699,2.3373775534961556,0.0,7.037060299104461,7.037060299104461
2000,Africa,Lo-Lo,40 freight,Cameroon,5233.391730529434,5.663095287992697,12.61155154650177,2.08433242243676,4.252413257001759,6.336745679438519
2000,Africa,Lo-Lo,40 freight,Côte d'Ivoire,4915.198504792849,7.553755007010492,-5.6120436452252225,13.44685296207278,10.83369818302456,24.28055114509734
2000,Africa,Lo-Lo,40 freight,Djibouti,5845.036368378932,11.77304439553393,42.498019736044505,1.32803470996452,12.41954927727096,13.74758398723548
2000,Africa,Lo-Lo,40 freight,Gabon,5906.971936855399,-0.6470481398040288,11.687751174902038,0.0,2.1903802974907403,2.1903802974907403
2000,Africa,Lo-Lo,40 freight,Gambia,4448.150058362146,13.47533435870166,-15.431872807730839,0.0,1.00074479232674,1.00074479232674
2000,Africa,Lo-Lo,40 freight,Ghana,4848.617511146731,7.9286518130996475,-1.2369685557063992,25.511112846809652,124.00733637909222,149.51844922590186
2000,Africa,Lo-Lo,40 freight,Guinea,4674.222415546493,10.44827287727134,-11.06085374118546,0.0,1.65400989936216,1.65400989936216
2000,Africa,Lo-Lo,40 freight,Kenya,6679.9665225246845,0.5959662521769523,37.79155528666139,104.2186272165662,42.47435393755931,146.6929811541255
2000,Africa,Lo-Lo,40 freight,Madagascar,9099.588444497485,-19.35611407782878,46.69117091471639,1.59283921406621,1.3366888779171298,2.9295280919833395
2000,Africa,Lo-Lo,40 freight,Mauritania,3593.370033500093,20.20926720635376,-10.32639692523499,9.644300405067119,7.14594496332579,16.79024536839291
2000,Africa,Lo-Lo,40 freight,Mayotte,7260.136988670562,-12.8210325,-12.8210325,0.0,0.5133134170434289,0.5133134170434289
2000,Africa,Lo-Lo,40 freight,Mozambique,8390.150818863947,-17.23044897565968,35.47261597864435,4.41340840169478,1.01833085966999,5.43173926136477
2000,Africa,Lo-Lo,40 freight,Nigeria,4725.632179409044,9.548318418209963,7.995127754089785,322.59074733142995,291.45853465085554,614.0492819822855
2000,Africa,Lo-Lo,40 freight,Reunion,8336.02246341498,-21.1306889,-21.1306889,0.0,3.3297967315685804,3.3297967315685804
2000,Africa,Lo-Lo,40 freight,Senegal,4328.5388674627475,14.354139988452019,-14.50980278585943,1.43235163582276,5.186897187149359,6.61924882297212
2000,Africa,Lo-Lo,40 freight,South Africa,9281.982909646877,-28.94703325997911,25.048013879861678,657.7907056515495,1156.90711646006,1814.6978221116096
2000,Africa,Lo-Lo,40 freight,Sudan,4759.377853686606,15.99058500311672,29.862604012257925,10.0164309771191,3.38622109181385,13.40265206893295
2000,Africa,Lo-Lo,40 freight,Tanzania,7232.413037178391,-6.257732428506093,34.75298985475595,12.698344557315822,46.048879994405006,58.74722455172083
2000,Africa,Lo-Lo,40 freight,Togo,4791.79163824443,8.439541954669616,0.9964039436703582,0.673044781258454,5.845550973482441,6.518595754740895
2000,Africa,Other General Cargo,Forestry,Ghana,4848.617511146731,7.9286518130996475,-1.2369685557063992,0.0,1.34046365847068,1.34046365847068
2000,Africa,Other General Cargo,Forestry,Liberia,5086.687833646795,6.431619862252992,-9.410836154371117,0.745522667268173,0.0,0.745522667268173
2000,Africa,Other General Cargo,Forestry,Mozambique,8390.150818863947,-17.23044897565968,35.47261597864435,2.04202415110791,0.0,2.04202415110791
2000,Africa,Other General Cargo,Forestry,Nigeria,4725.632179409044,9.548318418209963,7.995127754089785,0.0,4.97552012969468,4.97552012969468
2000,Africa,Other General Cargo,Forestry,South Africa,9281.982909646877,-28.94703325997911,25.048013879861678,106.290877796462,1.34046365847068,107.63134145493268
2000,Africa,Other General Cargo,General-Others,Angola,7292.053587599564,-12.24586903613319,17.47057255231345,0.0,3.3533048436373103,3.3533048436373103
2000,Africa,Other General Cargo,General-Others,Cameroon,5233.391730529434,5.663095287992697,12.61155154650177,89.3081688353092,8.4487854007854,97.7569542360946
2000,Africa,Other General Cargo,General-Others,Congo,5997.246931179318,-0.8378010872252886,15.13446176741353,0.0,0.631601779755284,0.631601779755284
2000,Africa,Other General Cargo,General-Others,Côte d'Ivoire,4915.198504792849,7.553755007010492,-5.6120436452252225,108.83200444607608,46.03995855092249,154.87196299699858
2000,Africa,Other General Cargo,General-Others,Dem. Rep. Congo,6448.777338431097,-2.8502757110956667,23.582955831479076,0.0,1.3895239154616201,1.3895239154616201
2000,Africa,Other General Cargo,General-Others,Djibouti,5845.036368378932,11.77304439553393,42.498019736044505,0.0,0.7745863635437671,0.7745863635437671
2000,Africa,Other General Cargo,General-Others,Eq. Guinea,5632.4553586269885,1.645864319960075,10.36603132506403,0.0,4.33756838649945,4.33756838649945
2000,Africa,Other General Cargo,General-Others,Ghana,4848.617511146731,7.9286518130996475,-1.2369685557063992,24.8893393447066,17.65344982934748,42.54278917405408
2000,Africa,Other General Cargo,General-Others,Kenya,6679.9665225246845,0.5959662521769523,37.79155528666139,0.0,6.70984008375319,6.70984008375319
2000,Africa,Other General Cargo,General-Others,Mozambique,8390.150818863947,-17.23044897565968,35.47261597864435,4.41715477928779,0.0,4.41715477928779
2000,Africa,Other General Cargo,General-Others,Nigeria,4725.632179409044,9.548318418209963,7.995127754089785,2.3786616169721,5.85553081521825,8.234192432190351
2000,Africa,Other General Cargo,General-Others,Senegal,4328.5388674627475,14.354139988452019,-14.50980278585943,1.38681034083005,0.0,1.38681034083005
2000,Africa,Other General Cargo,General-Others,South Africa,9281.982909646877,-28.94703325997911,25.048013879861678,1066.6545894853825,42.45948808390653,1109.114077569289
2000,Africa,Other General Cargo,General-Others,St Helena,7661.409071172389,-15.965528200000001,-15.965528200000001,0.0,10.247322970639,10.247322970639
2000,Africa,Other General Cargo,General-Others,Sudan,4759.377853686606,15.99058500311672,29.862604012257925,0.0,19.4436073316091,19.4436073316091
2000,Africa,Other General Cargo,General-Others,Tanzania,7232.413037178391,-6.257732428506093,34.75298985475595,0.0,26.594150232284196,26.594150232284196
2000,Africa,Other General Cargo,Iron & Steel,Mozambique,8390.150818863947,-17.23044897565968,35.47261597864435,0.0,2.4061025320368703,2.4061025320368703
2000,Africa,Other General Cargo,Iron & Steel,Namibia,8359.711338214385,-22.09977693173107,17.156168126194093,1.15317721340056,0.0,1.15317721340056
2000,Africa,Other General Cargo,Iron & Steel,Nigeria,4725.632179409044,9.548318418209963,7.995127754089785,0.0,11.604508561653311,11.604508561653311
2000,Africa,Other General Cargo,Iron & Steel,South Africa,9281.982909646877,-28.94703325997911,25.048013879861678,110.20050266260014,12.929911921592431,123.13041458419258
2000,Africa,Ro-Ro Non-Self Propelled,Unaccompanied road trailer,Nigeria,4725.632179409044,9.548318418209963,7.995127754089785,0.0,3.2241330921085503,3.2241330921085503
2000,Africa,Ro-Ro Non-Self Propelled,Unaccompanied road trailer,South Africa,9281.982909646877,-28.94703325997911,25.048013879861678,0.0,1.4049663928304699,1.4049663928304699
2000,Africa,Ro-Ro Self Propelled,I/E motor vehicles,Ghana,4848.617511146731,7.9286518130996475,-1.2369685557063992,0.0,0.886209475447778,0.886209475447778
2000,Africa,Ro-Ro Self Propelled,I/E motor vehicles,Kenya,6679.9665225246845,0.5959662521769523,37.79155528666139,0.633466371835252,3.73698995630171,4.370456328136962
2000,Africa,Ro-Ro Self Propelled,I/E motor vehicles,Nigeria,4725.632179409044,9.548318418209963,7.995127754089785,0.829314184023123,5.695260894346861,6.524575078369984
2000,Africa,Ro-Ro Self Propelled,I/E motor vehicles,Reunion,8336.02246341498,-21.1306889,-21.1306889,0.0,1.31828849622258,1.31828849622258
2000,Africa,Ro-Ro Self Propelled,I/E motor vehicles,South Africa,9281.982909646877,-28.94703325997911,25.048013879861678,23.503682588352333,28.347120716992386,51.85080330534472
2000,Africa,Ro-Ro Self Propelled,I/E motor vehicles,Tanzania,7232.413037178391,-6.257732428506093,34.75298985475595,0.0,2.08637230771888,2.08637230771888
2000,Africa,Ro-Ro Self Propelled,Unaccompanied/ accompanying road trailer,Nigeria,4725.632179409044,9.548318418209963,7.995127754089785,0.0,1.8713867136808,1.8713867136808
2000,America,Dry Bulk,Agricultural,Argentina,11556.038454941861,-35.4468214894951,-65.17536077114173,619.3400331693201,130.8610378002186,750.2010709695387
2000,America,Dry Bulk,Agricultural,Bahamas,6994.949742259622,25.515491725336624,-77.92997080393516,0.794819408850162,0.0,0.794819408850162
2000,America,Dry Bulk,Agricultural,Barbados,4426.879727335114,13.1901325,13.1901325,23.6015264486951,0.0,23.6015264486951
2000,America,Dry Bulk,Agricultural,Belize,8426.038418995824,17.197089911451553,-88.70342125299318,31.1880729298576,0.0,31.1880729298576
2000,America,Dry Bulk,Agricultural,Brazil,8585.948247658465,-10.80677364349892,-53.054340035767105,947.262192889532,0.0,947.262192889532
2000,America,Dry Bulk,Agricultural,Canada,5533.339296531796,61.46907614534896,-98.14238137209708,489.33067895037715,60.8911790273124,550.2218579776895
2000,America,Dry Bulk,Agricultural,Cuba,7384.668111349988,21.631751541025228,-78.96068490970256,0.0,55.36992426741379,55.36992426741379
2000,America,Dry Bulk,Agricultural,Dominican Rep.,7025.8905634647945,18.88448708798226,-70.46235845697532,15.2044384346327,0.0,15.2044384346327
2000,America,Dry Bulk,Agricultural,Guyana,7484.051835070781,4.790225375174759,-58.971203108562506,70.81823637748883,0.0,70.81823637748883
2000,America,Dry Bulk,Agricultural,Honduras,8484.002478475591,14.822947081652929,-86.58996383801542,9.37678106979326,0.0,9.37678106979326
2000,America,Dry Bulk,Agricultural,Jamaica,7563.442180910736,18.137636127868443,-77.32425480164892,64.447963502167,2.2297380806405096,66.67770158280752
2000,America,Dry Bulk,Agricultural,Netherlands,396.1127518328102,52.298700374441786,5.512217100965398,1.30008600247283,0.0,1.30008600247283
2000,America,Dry Bulk,Agricultural,St Kitts & Nevis,4107.026454962201,17.256179100000004,17.256179100000004,8.01151027719091,0.0,8.01151027719091
2000,America,Dry Bulk,Agricultural,Suriname,7351.748350850549,4.1200080317588865,-55.91145629952073,7.74821535485654,0.0,7.74821535485654
2000,America,Dry Bulk,Agricultural,Trinidad and Tobago,7132.389321768077,10.42823708920188,-61.33036691444967,26.3905021036462,0.0,26.3905021036462
2000,America,Dry Bulk,Agricultural,United States of America,7429.471469517111,45.705628002151784,-112.5994359115045,1649.9332524292868,171.44051387989296,1821.3737663091797
2000,America,Dry Bulk,Agricultural,Venezuela,7743.404616980728,7.162132267639003,-66.16382727830238,0.0,18.059825799008898,18.059825799008898
2000,America,Dry Bulk,Coal,Brazil,8585.948247658465,-10.80677364349892,-53.054340035767105,31.7342057481948,0.0,31.7342057481948
2000,America,Dry Bulk,Coal,Canada,5533.339296531796,61.46907614534896,-98.14238137209708,1241.768855222614,0.0,1241.768855222614
2000,America,Dry Bulk,Coal,Colombia,8495.188129240394,3.9272138627097033,-73.07773208697478,4757.2682098418445,0.0,4757.2682098418445
2000,America,Dry Bulk,Coal,United States of America,7429.471469517111,45.705628002151784,-112.5994359115045,3081.1149121352073,8.066116338469998,3089.181028473677
2000,America,Dry Bulk,Coal,Venezuela,7743.404616980728,7.162132267639003,-66.16382727830238,212.9210812615814,0.0,212.9210812615814
2000,America,Dry Bulk,Ores,Brazil,8585.948247658465,-10.80677364349892,-53.054340035767105,2192.26330009918,0.0,2192.26330009918
2000,America,Dry Bulk,Ores,Canada,5533.339296531796,61.46907614534896,-98.14238137209708,4105.9722772488485,0.0,4105.9722772488485
2000,America,Dry Bulk,Ores,Cuba,7384.668111349988,21.631751541025228,-78.96068490970256,65.7596044886656,0.0,65.7596044886656
2000,America,Dry Bulk,Ores,Honduras,8484.002478475591,14.822947081652929,-86.58996383801542,11.2728168415514,0.0,11.2728168415514
2000,America,Dry Bulk,Ores,Jamaica,7563.442180910736,18.137636127868443,-77.32425480164892,240.104,0.0,240.104
2000,America,Dry Bulk,Ores,Mexico,8761.017463350026,23.93537190224484,-102.5763495239869,5.50027959464519,0.0,5.50027959464519
2000,America,Dry Bulk,Ores,Peru,9746.145899522555,-9.191562905134553,-74.39180581684722,5.70166025478867,0.0,5.70166025478867
2000,America,Dry Bulk,Ores,United States of America,7429.471469517111,45.705628002151784,-112.5994359115045,381.94602953522576,138.885,520.8310295352258
2000,America,Dry Bulk,Ores,Venezuela,7743.404616980728,7.162132267639003,-66.16382727830238,1416.1883409185853,0.0,1416.1883409185853
2000,America,Dry Bulk,Other Dry Bulk,Argentina,11556.038454941861,-35.4468214894951,-65.17536077114173,16.1635242806244,0.0,16.1635242806244
2000,America,Dry Bulk,Other Dry Bulk,Brazil,8585.948247658465,-10.80677364349892,-53.054340035767105,155.83263839632562,757.4765770527058,913.3092154490314
2000,America,Dry Bulk,Other Dry Bulk,Canada,5533.339296531796,61.46907614534896,-98.14238137209708,40.50685298324629,233.52678458307997,274.03363756632626
2000,America,Dry Bulk,Other Dry Bulk,Chile,12214.312429059515,-39.04701430994844,-71.5206439451643,4.16724649904695,0.0,4.16724649904695
2000,America,Dry Bulk,Other Dry Bulk,Cuba,7384.668111349988,21.631751541025228,-78.96068490970256,1.19499882973336,0.0,1.19499882973336
2000,America,Dry Bulk,Other Dry Bulk,Dominica,4245.485004365511,15.4238729,15.4238729,1.9833924074182998,0.0,1.9833924074182998
2000,America,Dry Bulk,Other Dry Bulk,Honduras,8484.002478475591,14.822947081652929,-86.58996383801542,17.469577948410098,0.0,17.469577948410098
2000,America,Dry Bulk,Other Dry Bulk,Jamaica,7563.442180910736,18.137636127868443,-77.32425480164892,59.459969788375,0.0,59.459969788375
2000,America,Dry Bulk,Other Dry Bulk,Mexico,8761.017463350026,23.93537190224484,-102.5763495239869,8.9482945168546,0.0,8.9482945168546
2000,America,Dry Bulk,Other Dry Bulk,Netherlands,396.1127518328102,52.298700374441786,5.512217100965398,1.35910973647268,0.0,1.35910973647268
2000,America,Dry Bulk,Other Dry Bulk,Peru,9746.145899522555,-9.191562905134553,-74.39180581684722,24.12671643702169,0.0,24.12671643702169
2000,America,Dry Bulk,Other Dry Bulk,St Lucia,4367.003363964008,13.909524800000002,13.909524800000002,4.347169300262791,0.0,4.347169300262791
2000,America,Dry Bulk,Other Dry Bulk,St Vincent & Northern Grenadines,4421.608586684658,13.252818,13.252818,2.61105549498429,0.0,2.61105549498429
2000,America,Dry Bulk,Other Dry Bulk,Trinidad and Tobago,7132.389321768077,10.42823708920188,-61.33036691444967,20.1396838951327,43.1131085085073,63.25279240364
2000,America,Dry Bulk,Other Dry Bulk,United States of America,7429.471469517111,45.705628002151784,-112.5994359115045,1020.6126520368069,3448.580430290097,4469.193082326904
2000,America,Liquid Bulk,Crude oil,Antigua & Barbuda,4119.408239846995,17.0869391,17.0869391,0.0,2.7370192559240896,2.7370192559240896
2000,America,Liquid Bulk,Crude oil,Canada,5533.339296531796,61.46907614534896,-98.14238137209708,0.0,1575.3624704673011,1575.3624704673011
2000,America,Liquid Bulk,Crude oil,Martinique,4308.115986307527,14.633681699999999,14.633681699999999,0.0,365.120461657214,365.120461657214
2000,America,Liquid Bulk,Crude oil,Mexico,8761.017463350026,23.93537190224484,-102.5763495239869,824.947632256043,0.0,824.947632256043
2000,America,Liquid Bulk,Crude oil,United States of America,7429.471469517111,45.705628002151784,-112.5994359115045,4648.701069947265,161943.2130992032,166591.91416915046
2000,America,Liquid Bulk,Crude oil,Venezuela,7743.404616980728,7.162132267639003,-66.16382727830238,1195.5988992658718,0.0,1195.5988992658718
2000,America,Liquid Bulk,Liquefied gas,Brazil,8585.948247658465,-10.80677364349892,-53.054340035767105,0.0,173.1500653846204,173.1500653846204
2000,America,Liquid Bulk,Liquefied gas,El Salvador,8734.83364216263,13.726091625794199,-88.87290317032377,0.0,1.8935224853586798,1.8935224853586798
2000,America,Liquid Bulk,Liquefied gas,Jamaica,7563.442180910736,18.137636127868443,-77.32425480164892,0.0,5.639516261755491,5.639516261755491
2000,America,Liquid Bulk,Liquefied gas,Panama,8576.98240779338,8.530019388864652,-80.10916483549377,0.0,2.9743307210031302,2.9743307210031302
2000,America,Liquid Bulk,Liquefied gas,United States of America,7429.471469517111,45.705628002151784,-112.5994359115045,39.593239084753684,113.55769387667846,153.15093296143215
2000,America,Liquid Bulk,Oil,Argentina,11556.038454941861,-35.4468214894951,-65.17536077114173,0.0,5.80227426199992,5.80227426199992
2000,America,Liquid Bulk,Oil,Aruba,4484.069315626612,12.517572,12.517572,83.13445371842641,0.0,83.13445371842641
2000,America,Liquid Bulk,Oil,Bahamas,6994.949742259622,25.515491725336624,-77.92997080393516,0.0,54.7131797383884,54.7131797383884
2000,America,Liquid Bulk,Oil,Brazil,8585.948247658465,-10.80677364349892,-53.054340035767105,4.702802770732769,0.0,4.702802770732769
2000,America,Liquid Bulk,Oil,Canada,5533.339296531796,61.46907614534896,-98.14238137209708,104.67717383240458,486.034715307404,590.7118891398086
2000,America,Liquid Bulk,Oil,Colombia,8495.188129240394,3.9272138627097033,-73.07773208697478,48.3959591825975,0.0,48.3959591825975
2000,America,Liquid Bulk,Oil,Ecuador,9329.649624112828,-1.4547717055405802,-78.38416674608374,4.619802921632259,0.0,4.619802921632259
2000,America,Liquid Bulk,Oil,Mexico,8761.017463350026,23.93537190224484,-102.5763495239869,113.78478558649799,38.3804896095196,152.1652751960176
2000,America,Liquid Bulk,Oil,Montserrat,4144.350880308149,16.749436499999998,16.749436499999998,0.0,12.999823242655498,12.999823242655498
2000,America,Liquid Bulk,Oil,Netherlands,396.1127518328102,52.298700374441786,5.512217100965398,40.030672764812245,0.0,40.030672764812245
